ID,Label
882,1
883,8
884,8
885,8
886,8
887,1
888,1
889,1
890,8
891,1
892,1
893,1
894,8
895,8
896,8
897,1
898,1
899,1
900,1
901,8
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,3
963,1
964,3
965,3
966,1
967,1
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,3
976,3
977,3
978,3
979,3
980,3
981,3
982,3
983,3
984,3
985,3
986,3
987,3
988,3
989,3
990,3
991,3
992,3
993,3
994,3
995,3
996,3
997,1
998,1
999,3
1000,3
1001,3
1002,3
1003,3
1004,3
1005,3
1006,3
1007,3
1008,3
1009,3
1010,3
1011,3
1012,3
1013,3
1014,3
1015,3
1016,3
1017,3
1018,3
1019,3
1020,3
1021,3
1022,3
1023,3
1024,3
1025,3
1026,3
1027,3
1028,3
1029,3
1030,3
1031,3
1032,3
1033,3
1034,3
1035,3
1036,3
1037,3
1038,3
1039,3
1040,3
1041,3
1042,3
1043,3
1044,3
1045,3
1046,3
1047,3
1048,3
1049,3
1050,3
1051,3
1052,3
1053,3
1054,3
1055,3
1056,3
1057,3
1058,3
1059,3
1060,3
1061,3
1062,3
1063,3
1064,3
1065,3
1066,3
1067,3
1068,3
1069,3
1070,3
1071,3
1072,3
1073,3
1074,3
1075,3
1076,3
1077,3
1078,3
1079,3
1080,3
1081,3
1082,3
1083,3
1084,3
1085,3
1086,3
1087,3
1088,3
1089,3
1090,3
1091,3
1092,3
1093,3
1094,3
1095,3
1096,3
1097,3
1098,3
1099,7
1100,7
1101,3
1102,3
1103,3
1104,3
1105,3
1106,3
1107,3
1108,3
1109,3
1110,3
1111,3
1112,3
1113,3
1114,3
1115,3
1116,3
1117,3
1118,3
1119,3
1120,3
1121,3
1122,3
1123,3
1124,3
1125,3
1126,3
1127,3
1128,3
1129,3
1130,3
1131,3
1132,3
1133,3
1134,3
1135,3
1136,3
1137,3
1138,3
1139,3
1140,3
1141,3
1142,3
1143,3
1144,3
1145,3
1146,3
1147,3
1148,3
1149,3
1150,3
1151,3
1152,3
1153,3
1154,3
1155,3
1156,3
1157,3
1158,5
1159,3
1160,3
1161,3
1162,3
1163,3
1164,3
1165,3
1166,3
1167,5
1168,3
1169,3
1170,3
1171,3
1172,3
1173,5
1174,3
1175,3
1176,3
1177,3
1178,3
1179,3
1180,3
1181,3
1182,3
1183,5
1184,5
1185,5
1186,1
1187,1
1188,1
1189,1
1190,1
1191,1
1192,3
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,6
1200,6
1201,6
1202,6
1203,6
1204,6
1205,6
1206,6
1207,6
1208,6
1209,6
1210,6
1211,6
1212,6
1213,6
1214,6
1215,6
1216,6
1217,6
1218,6
1219,6
1220,6
1221,6
1222,6
1223,6
1224,6
1225,6
1226,6
1227,6
1228,6
1229,6
1230,6
1231,1
1232,1
1233,1
1234,3
1235,6
1236,3
1237,6
1238,6
1239,6
1240,6
1241,6
1242,1
1243,6
1244,6
1245,6
1246,6
1247,6
1248,6
1249,6
1250,6
1251,3
1252,1
1253,1
1254,3
1255,6
1256,6
1257,8
1258,8
1259,8
1260,8
1261,8
1262,8
1263,8
1264,8
1265,8
1266,8
1267,8
1268,8
1269,8
1270,8
1271,8
1272,8
1273,8
1274,8
1275,8
1276,8
1277,8
1278,8
1279,6
1280,8
1281,8
1282,8
1283,8
1284,6
1285,8
1286,6
1287,8
1288,8
1289,8
1290,8
1291,8
1292,8
1293,8
1294,8
1295,8
1296,8
1297,8
1298,8
1299,8
1300,6
1301,8
1302,8
1303,8
1304,8
1305,8
1306,8
1307,8
1308,8
1309,8
1310,8
1311,8
1312,8
1313,6
1314,8
1315,8
1316,8
1317,8
1318,8
1319,8
1320,8
1321,1
1322,8
1323,8
1324,8
1325,8
1326,8
1327,8
1328,8
1329,8
1330,8
1331,8
1332,8
1333,8
1334,8
1335,8
1336,8
1337,8
1338,8
1339,8
1340,8
1341,8
1342,8
1343,8
1344,8
1345,8
1346,8
1347,5
1348,8
1349,5
1350,8
1351,5
1352,8
1353,8
1354,8
1355,8
1356,8
1357,5
1358,5
1359,8
1360,8
1361,8
1362,8
1363,8
1364,5
1365,5
1366,8
1367,5
1368,5
1369,8
1370,8
1371,5
1372,8
1373,8
1374,8
1375,8
1376,5
1377,8
1378,5
1379,8
1380,5
1381,8
1382,8
1383,8
1384,8
1385,8
1386,8
1387,8
1388,5
1389,8
1390,8
1391,5
1392,5
1393,8
1394,8
1395,2
1396,2
1397,8
1398,2
1399,8
1400,8
1401,5
1402,8
1403,8
1404,5
1405,8
1406,8
1407,8
1408,5
1409,5
1410,8
1411,5
1412,5
1413,5
1414,5
1415,7
1416,5
1417,5
1418,5
1419,5
1420,7
1421,7
1422,5
1423,5
1424,5
1425,5
1426,5
1427,5
1428,5
1429,5
1430,5
1431,5
1432,5
1433,5
1434,5
1435,5
1436,5
1437,5
1438,5
1439,5
1440,8
1441,2
1442,2
1443,5
1444,5
1445,5
1446,5
1447,5
1448,7
1449,7
1450,8
1451,2
1452,5
1453,5
1454,7
1455,8
1456,8
1457,2
1458,8
1459,5
1460,8
1461,5
1462,5
1463,5
1464,7
1465,5
1466,7
1467,2
1468,2
1469,2
1470,2
1471,2
1472,2
1473,2
1474,2
1475,2
1476,2
1477,2
1478,2
1479,2
1480,2
1481,7
1482,2
1483,7
1484,7
1485,7
1486,7
1487,7
1488,7
1489,7
1490,7
1491,7
1492,7
1493,7
1494,7
1495,7
1496,7
1497,7
1498,7
1499,7
1500,7
1501,7
1502,7
1503,7
1504,7
1505,7
1506,7
1507,7
1508,2
1509,2
1510,2
1511,7
1512,7
1513,7
1514,7
1515,7
1516,7
1517,7
1518,7
1519,7
1520,2
1521,2
1522,7
1523,7
1524,7
1525,7
1526,2
1527,7
1528,7
1529,2
1530,2
1531,2
1532,2
1533,7
1534,7
1535,7
1536,7
1537,4
1538,4
1539,4
1540,4
1541,2
1542,2
1543,2
1544,4
1545,2
1546,4
1547,4
1548,4
1549,4
1550,4
1551,4
1552,4
1553,4
1554,4
1555,4
1556,4
1557,4
1558,4
1559,4
1560,4
1561,4
1562,7
1563,7
1564,7
1565,7
1566,4
1567,4
1568,4
1569,4
1570,7
1571,4
1572,4
1573,4
1574,7
1575,2
1576,4
1577,7
1578,4
1579,4
1580,4
1581,4
1582,4
1583,4
1584,4
1585,4
1586,4
1587,4
1588,4
1589,7
1590,4
1591,4
1592,4
1593,4
1594,4
1595,4
1596,4
1597,4
1598,4
1599,4
1600,4
1601,4
1602,4
1603,4
1604,4
1605,4
1606,4
1607,4
1608,4
1609,4
1610,4
1611,4
1612,4
1613,4
1614,4
1615,4
1616,4
1617,4
1618,4
1619,4
1620,4
1621,4
1622,4
1623,4
1624,4
1625,4
1626,4
1627,4
1628,4
1629,4
1630,4
1631,4
1632,4
1633,4
1634,4
1635,4
1636,4
1637,4
1638,4
1639,4
1640,4
1641,4
1642,4
1643,4
1644,4
1645,4
1646,4
1647,4
1648,4
1649,4
1650,4
1651,4
1652,4
1653,4
1654,4
1655,4
1656,4
1657,4
1658,4
1659,4
1660,4
1661,4
1662,4
1663,4
1664,4
1665,4
1666,4
1667,4
1668,4
1669,4
1670,4
1671,4
1672,4
1673,4
1674,4
1675,4
1676,4
1677,4
1678,4
1679,4
1680,4
1681,4
1682,4
1683,4
1684,4
1685,4
1686,4
1687,4
1688,4
1689,4
1690,4
1691,4
1692,4
1693,7
1694,4
1695,7
1696,4
1697,4
1698,4
1699,4
1700,7
1701,4
1702,4
1703,7
1704,7
1705,4
1706,4
1707,4
1708,4
1709,4
1710,4
1711,4
1712,4
1713,4
1714,4
1715,4
1716,4
1717,4
1718,7
1719,4
1720,4
1721,4
1722,4
1723,7
1724,4
1725,4
1726,4
1727,4
1728,4
1729,4
1730,4
1731,4
1732,4
1733,7
1734,7
1735,7
1736,4
1737,4
1738,7
1739,4
1740,4
1741,4
1742,7
1743,7
1744,7
1745,7
1746,7
1747,7
1748,7
1749,7
1750,7
1751,7
1752,7
1753,7
1754,7
1755,7
1756,7
1757,7
1758,7
1759,7
1760,7
1761,7
1762,7
1763,7
1764,7
1765,7
1766,7
1767,7
1768,7
1769,7
1770,7
1771,7
1772,7
1773,7
1774,7
1775,7
1776,7
1777,7
1778,7
1779,7
1780,7
1781,7
1782,7
1783,7
1784,7
1785,7
1786,7
1787,7
1788,7
1789,7
1790,7
1791,7
1792,7
1793,7
1794,7
1795,7
1796,7
1797,7
1798,7
1799,7
1800,7
1801,7
1802,7
1803,7
1804,7
1805,7
1806,7
1807,7
1808,7
1809,7
1810,7
1811,7
1812,7
1813,7
1814,7
1815,7
1816,5
1817,5
1818,5
1819,7
1820,7
1821,5
1822,7
1823,5
1824,7
1825,5
1826,5
1827,7
1828,5
1829,7
1830,7
1831,7
1832,5
1833,7
1834,7
1835,5
1836,7
1837,5
1838,7
1839,7
1840,7
1841,7
1842,7
1843,7
1844,7
1845,7
1846,7
1847,7
1848,7
1849,7
1850,7
1851,7
1852,7
1853,7
1854,7
1855,7
1856,7
1857,7
1858,7
1859,7
1860,7
1861,7
1862,7
1863,7
1864,7
1865,7
1866,7
1867,7
1868,7
1869,7
1870,7
1871,7
1872,7
1873,7
1874,7
1875,7
1876,7
1877,5
1878,7
1879,7
1880,5
1881,5
1882,5
1883,5
1884,7
1885,7
1886,7
1887,7
1888,7
1889,7
1890,7
1891,7
1892,7
1893,5
1894,5
1895,5
1896,5
1897,8
1898,8
1899,5
1900,5
1901,5
1902,5
1903,5
1904,5
1905,5
1906,5
1907,5
1908,5
1909,5
1910,5
1911,5
1912,5
1913,5
1914,5
1915,5
1916,5
1917,5
1918,5
1919,5
1920,5
1921,5
1922,5
1923,5
1924,5
1925,5
1926,5
1927,5
1928,5
1929,5
1930,5
1931,5
1932,5
1933,5
1934,5
1935,5
1936,5
1937,5
1938,5
1939,5
1940,5
1941,5
1942,5
1943,5
1944,5
1945,5
1946,5
1947,5
1948,5
1949,5
1950,5
1951,5
1952,5
1953,5
1954,5
1955,5
1956,5
1957,5
1958,5
1959,5
1960,5
1961,5
1962,5
1963,5
1964,5
1965,5
1966,5
1967,5
1968,5
1969,5
1970,5
1971,5
1972,6
1973,8
1974,8
1975,8
1976,6
1977,6
1978,6
1979,8
1980,6
1981,8
1982,8
1983,6
1984,6
1985,8
1986,6
1987,8
1988,6
1989,6
1990,6
1991,6
1992,8
1993,6
1994,6
1995,6
1996,6
1997,6
1998,6
1999,6
2000,6
2001,6
2002,5
2003,6
2004,6
2005,5
2006,6
2007,6
2008,6
2009,6
2010,6
2011,6
2012,6
2013,5
2014,6
2015,6
2016,6
2017,6
2018,6
2019,6
2020,6
2021,6
2022,6
2023,6
2024,6
2025,6
2026,6
2027,6
2028,6
2029,6
2030,6
2031,6
2032,6
2033,6
2034,6
2035,6
2036,6
2037,6
2038,6
2039,8
2040,6
2041,5
2042,5
2043,6
2044,6
2045,6
2046,8
2047,8
2048,6
2049,6
2050,6
2051,6
2052,6
2053,6
2054,6
2055,6
2056,6
2057,6
2058,6
2059,6
2060,6
2061,6
2062,6
2063,6
2064,6
2065,6
2066,6
2067,6
2068,6
2069,6
2070,6
2071,6
2072,6
2073,6
2074,6
2075,6
2076,6
2077,6
2078,6
2079,6
2080,6
2081,6
2082,6
2083,6
2084,6
2085,6
2086,6
2087,6
2088,6
2089,6
2090,6
2091,6
2092,6
2093,6
2094,6
2095,6
2096,6
2097,6
2098,6
2099,6
2100,6
2101,6
2102,6
2103,6
2104,6
2105,6
2106,6
2107,6
2108,6
2109,6
2110,6
2111,6
2112,6
2113,6
2114,6
2115,6
2116,6
2117,6
2118,6
2119,6
2120,6
2121,6
2122,6
2123,6
2124,6
2125,6
2126,6
2127,6
2128,6
2129,6
2130,6
2131,6
2132,6
2133,6
2134,6
2135,6
2136,6
2137,6
2138,6
2139,6
2140,6
2141,6
2142,6
2143,6
2144,6
2145,6
2146,6
2147,6
2148,6
2149,5
2150,5
2151,5
2152,5
2153,5
2154,5
2155,5
2156,5
2157,5
2158,5
2159,5
2160,5
2161,5
2162,5
2163,5
2164,5
2165,5
2166,5
2167,5
2168,5
2169,5
2170,5
2171,5
2172,5
2173,5
2174,5
2175,5
2176,5
2177,5
2178,5
2179,5
2180,5
2181,5
2182,5
2183,5
2184,5
2185,5
2186,5
2187,5
2188,5
2189,5
2190,5
2191,5
2192,5
2193,5
2194,5
2195,6
2196,6
2197,5
2198,5
2199,6
2200,5
2201,5
2202,6
2203,5
2204,6
2205,6
2206,5
2207,5
2208,5
2209,6
2210,5
2211,5
2212,5
2213,5
2214,5
2215,5
2216,5
2217,5
2218,5
2219,5
2220,5
2221,5
2222,5
2223,6
2224,5
2225,5
2226,5
2227,5
2228,5
2229,5
2230,5
2231,5
2232,5
2233,5
2234,5
2235,5
2236,5
2237,5
2238,5
2239,5
2240,5
2241,5
2242,5
2243,5
2244,5
2245,5
2246,5
2247,5
2248,5
2249,5
2250,5
2251,5
2252,5
2253,5
2254,5
2255,5
2256,5
2257,5
2258,5
2259,5
2260,5
2261,5
2262,5
2263,5
2264,5
2265,5
2266,5
2267,5
2268,5
2269,5
2270,5
2271,5
2272,5
2273,5
2274,5
2275,5
2276,5
2277,6
2278,6
2279,5
2280,5
2281,5
2282,5
2283,5
2284,5
2285,5
2286,6
2287,6
2288,6
2289,5
2290,5
2291,5
2292,5
2293,5
2294,6
2295,5
2296,5
2297,6
2298,5
2299,5
2300,5
2301,6
2302,5
2303,5
2304,6
2305,5
2306,6
2307,6
2308,5
2309,6
2310,6
2311,5
2312,5
2313,6
2314,5
2315,5
2316,5
2317,6
2318,6
2319,6
2320,5
2321,5
2322,6
2323,6
2324,6
2325,6
2326,6
2327,6
2328,5
2329,6
2330,6
2331,6
2332,6
2333,6
2334,6
2335,6
2336,6
2337,6
2338,6
2339,6
2340,6
2341,6
2342,6
2343,6
2344,6
2345,6
2346,6
2347,6
2348,6
2349,6
2350,6
2351,6
2352,6
2353,6
2354,6
2355,6
2356,6
2357,6
2358,6
2359,6
2360,6
2361,6
2362,6
2363,6
2364,6
2365,6
2366,6
2367,6
2368,6
2369,6
2370,6
2371,6
2372,6
2373,6
2374,6
2375,6
2376,6
2377,6
2378,6
2379,6
2380,6
2381,6
2382,6
2383,6
2384,6
2385,6
2386,6
2387,6
2388,6
2389,6
2390,6
2391,6
2392,6
2393,6
2394,6
2395,6
2396,6
2397,6
2398,6
2399,6
2400,6
2401,6
2402,6
2403,6
2404,6
2405,6
2406,6
2407,6
2408,6
2409,6
2410,6
2411,6
2412,6
2413,6
2414,6
2415,6
2416,6
2417,6
2418,6
2419,6
2420,6
2421,6
2422,6
2423,6
2424,6
2425,8
2426,6
2427,6
2428,6
2429,6
2430,6
2431,6
2432,6
2433,6
2434,6
2435,6
2436,6
2437,6
2438,6
2439,6
2440,6
2441,6
2442,6
2443,6
2444,6
2445,6
2446,6
2447,6
2448,6
2449,6
2450,6
2451,6
2452,6
2453,6
2454,6
2455,6
2456,6
2457,6
2458,6
2459,6
2460,6
2461,6
2462,6
2463,6
2464,6
2465,6
2466,6
2467,6
2468,6
2469,6
2470,6
2471,6
2472,6
2473,6
2474,6
2475,6
2476,6
2477,6
2478,6
2479,6
2480,6
2481,6
2482,6
2483,6
2484,6
2485,6
2486,6
2487,6
2488,6
2489,6
2490,6
2491,6
2492,6
2493,6
2494,6
2495,6
2496,6
2497,6
2498,6
2499,6
2500,6
2501,6
2502,6
2503,6
2504,6
2505,6
2506,6
2507,6
2508,6
2509,6
2510,6
2511,6
2512,6
2513,6
2514,6
2515,5
2516,5
2517,5
2518,5
2519,5
2520,8
2521,8
2522,8
2523,8
2524,8
2525,5
2526,5
2527,8
2528,8
2529,5
2530,8
2531,8
2532,8
2533,8
2534,8
2535,8
2536,8
2537,8
2538,8
2539,8
2540,3
2541,8
2542,8
2543,8
2544,8
2545,8
2546,8
2547,3
2548,6
2549,8
2550,8
2551,8
2552,8
2553,8
2554,8
2555,8
2556,8
2557,8
2558,3
2559,8
2560,8
2561,8
2562,8
2563,7
2564,3
2565,8
2566,8
2567,7
2568,8
2569,7
2570,7
2571,8
2572,8
2573,8
2574,8
2575,5
2576,3
2577,8
2578,8
2579,8
2580,8
2581,8
2582,3
2583,8
2584,8
2585,8
2586,8
2587,8
2588,8
2589,7
2590,8
2591,5
2592,8
2593,8
2594,8
2595,8
2596,8
2597,8
2598,8
2599,3
2600,8
2601,7
2602,7
2603,7
2604,7
2605,3
2606,3
2607,3
2608,3
2609,3
2610,3
2611,3
2612,3
2613,3
2614,3
2615,3
2616,3
2617,3
2618,3
2619,3
2620,3
2621,3
2622,3
2623,3
2624,3
2625,3
2626,3
2627,3
2628,3
2629,3
2630,3
2631,3
2632,3
2633,3
2634,3
2635,3
2636,3
2637,3
2638,3
2639,3
2640,3
2641,3
2642,3
2643,3
2644,3
2645,3
2646,3
2647,3
2648,3
2649,3
2650,3
2651,3
2652,3
2653,3
2654,3
2655,3
2656,3
2657,3
2658,3
2659,3
2660,7
2661,7
2662,7
2663,7
2664,3
2665,3
2666,3
2667,3
2668,3
2669,3
2670,3
2671,3
2672,3
2673,3
2674,3
2675,3
2676,3
2677,3
2678,3
2679,3
2680,3
2681,3
2682,3
2683,3
2684,3
2685,3
2686,3
2687,3
2688,3
2689,3
2690,3
2691,7
2692,7
2693,3
2694,3
2695,3
2696,7
2697,7
2698,7
2699,7
2700,4
2701,3
2702,7
2703,7
2704,7
2705,3
2706,3
2707,7
2708,3
2709,3
2710,3
2711,7
2712,7
2713,3
2714,7
2715,3
2716,7
2717,3
2718,7
2719,7
2720,3
2721,3
2722,3
2723,3
2724,3
2725,7
2726,3
2727,3
2728,3
2729,3
2730,3
2731,7
2732,3
2733,7
2734,7
2735,7
2736,3
2737,3
2738,3
2739,3
2740,3
2741,7
2742,7
2743,3
2744,7
2745,7
2746,7
2747,3
2748,4
2749,4
2750,4
2751,4
2752,4
2753,4
2754,4
2755,4
2756,4
2757,4
2758,4
2759,4
2760,4
2761,4
2762,4
2763,4
2764,4
2765,4
2766,4
2767,4
2768,4
2769,4
2770,4
2771,4
2772,4
2773,4
2774,4
2775,4
2776,4
2777,4
2778,4
2779,4
2780,4
2781,4
2782,4
2783,4
2784,4
2785,4
2786,4
2787,4
2788,4
2789,4
2790,4
2791,4
2792,4
2793,4
2794,4
2795,4
2796,4
2797,4
2798,4
2799,4
2800,4
2801,4
2802,4
2803,4
2804,4
2805,4
2806,4
2807,4
2808,4
2809,4
2810,4
2811,4
2812,4
2813,4
2814,4
2815,4
2816,4
2817,4
2818,4
2819,4
2820,4
2821,4
2822,4
2823,4
2824,4
2825,4
2826,4
2827,4
2828,4
2829,4
2830,4
2831,4
2832,4
2833,4
2834,4
2835,4
2836,4
2837,4
2838,4
2839,4
2840,4
2841,4
2842,4
2843,4
2844,4
2845,4
2846,4
2847,4
2848,4
2849,4
2850,4
2851,4
2852,4
2853,4
2854,4
2855,4
2856,4
2857,4
2858,4
2859,4
2860,4
2861,4
2862,4
2863,4
2864,4
2865,4
2866,4
2867,4
2868,4
2869,4
2870,4
2871,4
2872,4
2873,4
2874,4
2875,4
2876,4
2877,4
2878,4
2879,4
2880,4
2881,4
2882,4
2883,4
2884,4
2885,4
2886,4
2887,4
2888,4
2889,4
2890,4
2891,4
2892,4
2893,4
2894,4
2895,4
2896,4
2897,4
2898,4
2899,4
2900,4
2901,4
2902,4
2903,4
2904,4
2905,4
2906,4
2907,4
2908,4
2909,4
2910,4
2911,4
2912,4
2913,4
2914,4
2915,4
2916,4
2917,4
2918,4
2919,4
2920,4
2921,4
2922,4
2923,4
2924,4
2925,4
2926,4
2927,4
2928,4
2929,4
2930,4
2931,4
2932,4
2933,4
2934,4
2935,4
2936,4
2937,4
2938,4
2939,4
2940,4
2941,4
2942,4
2943,4
2944,4
2945,4
2946,7
2947,4
2948,4
2949,4
2950,4
2951,7
2952,4
2953,4
2954,4
2955,4
2956,4
2957,4
2958,4
2959,4
2960,7
2961,7
2962,4
2963,4
2964,7
2965,4
2966,7
2967,4
2968,4
2969,7
2970,4
2971,4
2972,4
2973,4
2974,7
2975,4
2976,4
2977,4
2978,4
2979,4
2980,7
2981,4
2982,4
2983,4
2984,4
2985,7
2986,7
2987,7
2988,4
2989,4
2990,4
2991,4
2992,7
2993,7
2994,7
2995,7
2996,7
